ID,rating
100000,3.8653132915496826
100001,3.95491886138916
100002,4.99839973449707
100003,6.199209213256836
100004,4.5471367835998535
100005,4.036760330200195
100006,4.565924167633057
100007,4.049111366271973
100008,3.967759370803833
100009,4.421343803405762
100010,3.953965902328491
100011,4.293179988861084
100012,4.89011812210083
100013,5.247468948364258
100014,2.7430295944213867
100015,3.3724710941314697
100016,4.565832138061523
100017,4.551423072814941
100018,3.732482433319092
100019,5.202307224273682
100020,3.966141939163208
100021,4.528080940246582
100022,4.403024196624756
100023,3.7949092388153076
100024,5.296088218688965
100025,4.573463439941406
100026,4.3286237716674805
100027,4.4004669189453125
100028,3.6820383071899414
100029,3.7644219830226655
100030,3.6343085765838623
100031,5.124232292175293
100032,4.4157562255859375
100033,4.758476257324219
100034,3.9428553581237793
100035,4.266295909881592
100036,4.290605068206787
100037,4.867255687713623
100038,3.871799945831299
100039,3.068876266479492
100040,4.024451732635498
100041,5.0548996925354
100042,5.005565166473389
100043,4.379415035247803
100044,3.3141000270843506
100045,4.295581817626953
100046,3.8646247386932373
100047,5.048343658447266
100048,4.288480281829834
100049,3.539289712905884
100050,4.809646129608154
100051,4.26711368560791
100052,4.438840866088867
100053,4.451414108276367
100054,4.892877578735352
100055,4.012110710144043
100056,3.7020773887634277
100057,4.457695960998535
100058,4.1399335861206055
100059,3.7644219830226655
100060,3.5197525024414062
100061,2.335099220275879
100062,5.128181457519531
100063,3.93743634223938
100064,0.9786208868026733
100065,4.59735631942749
100066,4.271637439727783
100067,4.462216377258301
100068,2.4945473670959473
100069,3.7644219830226655
100070,4.703131198883057
100071,3.7644219830226655
100072,3.9841501712799072
100073,3.968672275543213
100074,4.772346019744873
100075,3.7644219830226655
100076,3.029327392578125
100077,3.0669660568237305
100078,3.8798012733459473
100079,4.619452476501465
100080,4.1026716232299805
100081,4.291802406311035
100082,4.331165313720703
100083,4.43382453918457
100084,4.137589931488037
100085,4.133805751800537
100086,3.145807981491089
100087,1.0593141317367554
100088,4.717504501342773
100089,4.844820976257324
100090,5.23331880569458
100091,5.3467116355896
100092,5.627809524536133
100093,4.9995503425598145
100094,4.208099365234375
100095,5.490149974822998
100096,3.7216684818267822
100097,2.538820505142212
100098,5.126721382141113
100099,3.1294968128204346
100100,4.4054436683654785
100101,4.530740737915039
100102,3.805055856704712
100103,4.106899738311768
100104,4.1978020668029785
100105,4.3922553062438965
100106,3.8029606342315674
100107,4.374618053436279
100108,4.880673408508301
100109,4.891259670257568
100110,3.9560108184814453
100111,2.350207567214966
100112,4.391650199890137
100113,3.977440118789673
100114,4.519233226776123
100115,4.329153060913086
100116,4.447512149810791
100117,4.110167503356934
100118,4.080417633056641
100119,4.837902545928955
100120,2.528719902038574
100121,4.479557991027832
100122,4.273293495178223
100123,4.088507175445557
100124,4.33079719543457
100125,5.165973663330078
100126,5.2835893630981445
100127,4.945655345916748
100128,4.638994216918945
100129,2.7229228019714355
100130,3.602605104446411
100131,5.176143169403076
100132,4.633346080780029
100133,4.159562110900879
100134,4.119864463806152
100135,2.4159882068634033
100136,4.0328049659729
100137,4.0570068359375
100138,3.7644219830226655
100139,4.2233805656433105
100140,5.030935764312744
100141,3.035383939743042
100142,3.56280517578125
100143,4.857043266296387
100144,4.354839324951172
100145,3.7347118854522705
