ID,rating
100000,5.0
100001,5.0
100002,5.0
100003,5.0
100004,5.0
100005,5.0
100006,5.0
100007,5.0
100008,5.0
100009,5.0
100010,5.0
100011,5.0
100012,5.0
100013,5.0
100014,5.0
100015,5.0
100016,5.0
100017,5.0
100018,5.0
100019,5.0
100020,5.0
100021,5.0
100022,5.0
100023,5.0
100024,5.0
100025,5.0
100026,5.0
100027,5.0
100028,5.0
100029,5.0
100030,5.0
100031,5.0
100032,5.0
100033,5.0
100034,5.0
100035,5.0
100036,5.0
100037,5.0
100038,5.0
100039,5.0
100040,5.0
100041,5.0
100042,5.0
100043,5.0
100044,5.0
100045,5.0
100046,5.0
100047,5.0
100048,5.0
100049,5.0
100050,5.0
100051,5.0
100052,5.0
100053,5.0
100054,5.0
100055,5.0
100056,5.0
100057,5.0
100058,5.0
100059,5.0
100060,5.0
100061,5.0
100062,5.0
100063,5.0
100064,5.0
100065,5.0
100066,5.0
100067,5.0
100068,5.0
100069,5.0
100070,5.0
100071,5.0
100072,5.0
100073,5.0
100074,5.0
100075,5.0
100076,5.0
100077,5.0
100078,5.0
100079,4.99
100080,5.0
100081,5.0
100082,5.0
100083,5.0
100084,5.0
100085,5.0
100086,5.0
100087,5.0
100088,5.0
100089,5.0
100090,5.0
100091,5.0
100092,5.0
100093,5.0
100094,5.0
100095,5.0
100096,5.0
100097,5.0
100098,5.0
100099,5.0
100100,5.0
100101,5.0
100102,5.0
100103,5.0
100104,5.0
100105,5.0
100106,5.0
100107,5.0
100108,5.0
100109,5.0
100110,5.0
100111,5.0
100112,5.0
100113,5.0
100114,5.0
100115,5.0
100116,5.0
100117,5.0
100118,5.0
100119,5.0
100120,5.0
100121,5.0
100122,5.0
100123,5.0
100124,5.0
100125,5.0
100126,5.0
100127,5.0
100128,5.0
100129,5.0
100130,5.0
100131,5.0
100132,5.0
100133,5.0
100134,5.0
100135,5.0
100136,5.0
100137,5.0
100138,5.0
100139,5.0
100140,5.0
100141,5.0
100142,5.0
100143,5.0
100144,5.0
100145,5.0
100146,5.0
100147,5.0
100148,5.0
100149,5.0
100150,5.0
100151,5.0
100152,5.0
100153,5.0
100154,5.0
100155,5.0
100156,5.0
100157,5.0
100158,5.0
100159,5.0
100160,5.0
100161,5.0
100162,5.0
100163,5.0
100164,5.0
100165,5.0
100166,5.0
100167,5.0
100168,5.0
100169,5.0
100170,5.0
100171,5.0
100172,5.0
100173,5.0
100174,5.0
100175,5.0
100176,5.0
100177,5.0
100178,5.0
100179,5.0
100180,5.0
100181,5.0
100182,5.0
100183,5.0
100184,5.0
100185,5.0
100186,5.0
100187,5.0
100188,5.0
100189,5.0
100190,5.0
100191,5.0
100192,5.0
100193,5.0
100194,5.0
100195,5.0
100196,5.0
100197,5.0
100198,5.0
100199,5.0
100200,5.0
100201,5.0
100202,5.0
100203,5.0
100204,5.0
100205,5.0
100206,5.0
100207,5.0
100208,5.0
100209,5.0
100210,5.0
100211,5.0
100212,5.0
100213,5.0
100214,5.0
100215,5.0
100216,5.0
100217,5.0
100218,5.0
100219,5.0
100220,5.0
100221,5.0
100222,5.0
100223,5.0
100224,5.0
100225,5.0
100226,5.0
100227,5.0
100228,5.0
100229,5.0
100230,5.0
100231,5.0
100232,5.0
100233,5.0
100234,5.0
100235,5.0
100236,5.0
100237,5.0
100238,5.0
100239,5.0
100240,5.0
100241,5.0
100242,5.0
100243,5.0
100244,5.0
100245,5.0
100246,5.0
100247,5.0
100248,5.0
100249,5.0
100250,5.0
100251,5.0
100252,5.0
100253,5.0
100254,5.0
100255,5.0
100256,5.0
100257,5.0
100258,5.0
100259,5.0
100260,5.0
100261,5.0
100262,5.0
100263,5.0
100264,5.0
100265,5.0
100266,5.0
100267,5.0
100268,5.0
100269,5.0
100270,5.0
100271,5.0
100272,5.0
100273,5.0
100274,5.0
100275,5.0
100276,5.0
100277,5.0
100278,5.0
100279,5.0
100280,5.0
100281,5.0
100282,5.0
100283,5.0
100284,5.0
100285,5.0
100286,5.0
100287,5.0
100288,5.0
100289,5.0
100290,5.0
100291,5.0
100292,5.0
100293,5.0
100294,5.0
100295,5.0
100296,5.0
100297,5.0
100298,5.0
100299,5.0
100300,5.0
100301,5.0
100302,5.0
100303,5.0
100304,5.0
100305,5.0
100306,5.0
100307,5.0
100308,5.0
100309,5.0
100310,5.0
100311,5.0
100312,5.0
100313,5.0
100314,5.0
100315,5.0
100316,5.0
100317,5.0
100318,5.0
100319,5.0
100320,5.0
100321,5.0
100322,5.0
100323,5.0
100324,5.0
100325,5.0
100326,5.0
100327,5.0
100328,5.0
100329,5.0
100330,5.0
100331,5.0
100332,5.0
100333,5.0
100334,5.0
100335,5.0
100336,5.0
100337,5.0
100338,5.0
100339,5.0
100340,5.0
100341,5.0
100342,5.0
100343,5.0
100344,5.0
100345,5.0
100346,5.0
100347,5.0
100348,5.0
100349,5.0
100350,5.0
100351,5.0
100352,5.0
100353,5.0
100354,5.0
100355,5.0
100356,5.0
100357,5.0
100358,5.0
100359,5.0
100360,5.0
100361,5.0
100362,5.0
100363,5.0
100364,5.0
100365,5.0
100366,5.0
100367,5.0
100368,5.0
100369,5.0
100370,5.0
100371,5.0
100372,5.0
100373,5.0
100374,5.0
100375,5.0
100376,5.0
100377,5.0
100378,5.0
100379,5.0
100380,5.0
100381,5.0
100382,5.0
100383,5.0
100384,5.0
100385,5.0
100386,5.0
100387,5.0
100388,5.0
100389,5.0
100390,5.0
100391,5.0
100392,5.0
100393,5.0
100394,5.0
100395,5.0
100396,5.0
100397,5.0
100398,5.0
100399,5.0
100400,5.0
100401,5.0
100402,5.0
100403,5.0
100404,5.0
100405,5.0
100406,5.0
100407,5.0
100408,5.0
100409,5.0
100410,5.0
100411,5.0
100412,5.0
100413,5.0
100414,5.0
100415,5.0
100416,5.0
100417,5.0
100418,5.0
100419,5.0
100420,5.0
100421,5.0
100422,5.0
100423,5.0
100424,5.0
100425,5.0
100426,5.0
100427,5.0
100428,5.0
100429,5.0
100430,5.0
100431,5.0
100432,5.0
100433,5.0
100434,5.0
100435,5.0
100436,5.0
100437,5.0
100438,5.0
100439,5.0
100440,5.0
100441,5.0
100442,5.0
100443,5.0
100444,5.0
100445,5.0
100446,5.0
100447,5.0
100448,5.0
100449,5.0
100450,5.0
100451,5.0
100452,5.0
100453,5.0
100454,5.0
100455,5.0
100456,5.0
100457,5.0
100458,5.0
100459,5.0
100460,5.0
100461,5.0
100462,5.0
100463,5.0
100464,5.0
100465,5.0
100466,5.0
100467,5.0
100468,5.0
100469,5.0
100470,5.0
100471,5.0
100472,5.0
100473,5.0
100474,5.0
100475,5.0
100476,5.0
100477,5.0
100478,5.0
100479,5.0
100480,5.0
100481,5.0
100482,5.0
100483,5.0
100484,5.0
100485,5.0
100486,5.0
100487,5.0
100488,5.0
100489,5.0
100490,5.0
100491,5.0
100492,5.0
100493,5.0
100494,5.0
100495,5.0
100496,5.0
100497,5.0
100498,5.0
100499,5.0
100500,5.0
100501,5.0
100502,5.0
100503,5.0
100504,5.0
100505,5.0
100506,5.0
100507,5.0
100508,5.0
100509,5.0
100510,5.0
100511,5.0
100512,5.0
100513,5.0
100514,5.0
100515,5.0
100516,5.0
100517,5.0
100518,5.0
100519,5.0
100520,5.0
100521,5.0
100522,5.0
100523,5.0
100524,5.0
100525,5.0
100526,5.0
100527,5.0
100528,5.0
100529,5.0
100530,5.0
100531,5.0
100532,5.0
100533,5.0
100534,5.0
100535,5.0
100536,5.0
100537,5.0
100538,5.0
100539,5.0
100540,5.0
100541,5.0
100542,5.0
100543,5.0
100544,5.0
100545,5.0
100546,5.0
100547,5.0
100548,5.0
100549,5.0
100550,5.0
100551,5.0
100552,5.0
100553,5.0
100554,5.0
100555,5.0
100556,5.0
100557,5.0
100558,5.0
100559,5.0
100560,5.0
100561,5.0
100562,5.0
100563,5.0
100564,5.0
100565,5.0
100566,5.0
100567,5.0
100568,4.99
100569,5.0
100570,5.0
100571,5.0
100572,5.0
100573,5.0
100574,5.0
100575,5.0
100576,5.0
100577,4.99
100578,5.0
100579,5.0
100580,5.0
100581,5.0
100582,5.0
100583,5.0
100584,5.0
100585,5.0
100586,5.0
100587,5.0
100588,5.0
100589,5.0
100590,5.0
100591,5.0
100592,5.0
100593,5.0
100594,5.0
100595,4.78
100596,5.0
100597,5.0
100598,5.0
100599,5.0
100600,5.0
100601,5.0
100602,5.0
100603,5.0
100604,5.0
100605,5.0
100606,5.0
100607,5.0
100608,5.0
100609,5.0
100610,5.0
100611,5.0
100612,5.0
100613,5.0
100614,5.0
100615,5.0
100616,5.0
100617,5.0
100618,5.0
100619,5.0
100620,5.0
100621,5.0
100622,5.0
100623,4.97
100624,5.0
100625,5.0
100626,5.0
100627,5.0
100628,5.0
100629,5.0
100630,5.0
100631,5.0
100632,5.0
100633,5.0
100634,5.0
100635,5.0
100636,5.0
100637,5.0
100638,5.0
100639,5.0
100640,5.0
100641,5.0
100642,5.0
100643,5.0
100644,5.0
100645,5.0
100646,5.0
100647,5.0
100648,5.0
100649,5.0
100650,5.0
100651,5.0
100652,5.0
100653,5.0
100654,5.0
100655,5.0
100656,5.0
100657,5.0
100658,5.0
100659,5.0
100660,5.0
100661,5.0
100662,5.0
